TreeID	SpCode	Xsite	Ysite	GBH0	Date0	Status0	Dendro0	GBH1	Date1	Status1	Dendro1	GBH2	Date2	Status2	Dendro2	GBH3	Date3	Status3	Dendro3	GBH4	Date4	Status4	Dendro4	GBH5	Date5	Status5	Dendro5
Hn05	rean	435.2	70.9	51.1	762	A	0	NA	1492	A	0	50.7	2802	A	0	NA	4444	D	NA	NA	6240	D	NA	NA	7336	D	NA
Hn06	myda	434.1	81.1	81.2	762	A	0	NA	1492	A	0	82.3	2802	A	0	82.8	4293	A	0	84.4	6240	A	0	85.1	7336	A	0
Hn07	vain	433.05	79.6	119.8	762	A	0	NA	1492	A	0	128.9	2802	A	0	133.9	4293	A	0	144.7	6240	A	1	151	7336	A	2
Hn08	chla	431.2	84.75	36.6	762	A	0	NA	1492	A	0	36.8	2802	A	0	37.3	4293	A	0	39.6	6240	A	0	41.5	7336	A	0
Hn09	mefe	432.9	88.8	124.4	762	A	0	NA	1492	A	0	132.3	2802	A	0	137.6	4293	A	0	143.3	6240	A	1	146.9	7336	A	1
Hn10	ribe	430.8	89.2	34.3	762	A	0	NA	1492	A	0	34.3	2802	A	0	NA	4444	D	NA	NA	6240	D	NA	NA	7336	D	NA
Hn11	knat	437.9	87	109.6	762	A	0	NA	1492	A	0	111.4	2802	A	0	113.1	4293	A	0	114.6	6240	A	0	115.2	7336	A	0
Hn12	pael	436.55	96.5	77.5	762	A	0	NA	1492	A	0	80.7	2802	A	0	83.1	4293	A	0	86.1	6240	A	0	88.2	7336	A	0
Hn13	faze	438.7	101.4	46.5	762	A	0	NA	1492	A	0	49	2802	A	0	50.8	4293	A	0	53.8	6240	A	0	54.8	7336	A	0
Hn14	seau	438.45	102.85	94.8	762	A	0	NA	1492	A	0	95.6	2802	A	0	96.4	4293	A	0	98	6240	A	0	98.7	7336	A	0
Hn15	vain	436.95	103.7	33.9	762	A	0	NA	1492	A	0	34.2	2802	A	0	34.2	4293	A	0	34.3	6240	A	0	34.2	7336	A	0
Hn16	knat	433.3	102.6	121.4	762	A	0	NA	1492	A	0	122.1	2802	A	0	122.2	4293	A	0	122.1	6240	A	0	122.1	7336	A	0
Hn17	seau	431.5	101.8	135.8	762	A	0	NA	1492	A	0	136.5	2802	A	0	137.2	4293	A	0	138.4	6240	A	0	138.8	7336	A	0
Hn18	rean	430	95.5	64.2	762	A	0	NA	1492	A	0	64.8	2802	A	0	65.2	4293	A	0	65.8	6240	A	0	66.3	7336	A	0
Hn19	vain	434.15	105.05	46.7	762	A	0	NA	1492	A	0	49.5	2802	A	0	51	4293	A	0	52.3	6240	A	0	52.8	7336	A	0
Hn20	myda	439.3	106.1	64.2	762	A	0	NA	1492	A	0	65.9	2802	A	0	67.1	4293	A	0	69.2	6240	A	0	69.4	7336	A	0
Hn21	pael	437.2	107.5	56.7	762	A	0	NA	1492	A	0	57.6	2802	A	0	58.4	4293	A	0	59.4	6240	A	0	60	7336	A	0
Hn22	myda	434.1	109.1	110.6	762	A	0	NA	1492	A	0	NA	2802	D	NA	NA	4444	D	NA	NA	6240	D	NA	NA	7336	D	NA
Hn23	maar	435.15	110.4	30.8	762	A	0	NA	1492	A	0	35	2802	A	0	37.7	4293	A	0	40.6	6240	A	0	42	7336	A	0
Hn24	hopo	434.7	112.5	191.2	762	A	0	NA	1492	A	0	196.9	2802	A	0	200.8	4293	A	0	203.8	6240	A	0	206.4	7336	A	1
Hn25	nobe	433.7	113.6	43.1	762	A	0	NA	1492	A	0	46.3	2802	A	0	48.4	4293	A	0	50.2	6240	A	0	51.4	7336	A	0
Hn26	vain	430.7	113.35	30.7	762	A	0	NA	1492	A	0	33.8	2802	A	0	35	4293	A	0	35.7	6240	A	0	36	7336	A	0
Hn27	lifl	437.6	117.45	35.6	762	A	0	NA	1492	A	0	40.2	2802	A	0	43.5	4293	A	0	46.9	6240	A	0	48	7336	A	0
Hn28	myda	436.55	117.45	73.9	762	A	0	NA	1492	A	0	75.5	2802	A	0	76.8	4293	A	0	78.5	6240	A	0	78.5	7336	A	0
Hn29	myda	439.75	123.3	79.1	762	A	0	NA	1492	A	0	83.9	2802	A	0	88.3	4293	A	0	92.6	6240	A	0	93.7	7336	A	0
Hn30	anme	436.25	120.35	46.9	762	A	0	NA	1492	A	0	47.9	2802	A	0	48.3	4293	A	0	48.6	6240	A	0	48.8	7336	A	0
Hn31	arhe	434.2	120.95	46.4	762	A	0	NA	1492	A	0	49.3	2802	A	0	51	4293	A	0	55.1	6240	A	0	56.9	7336	A	0
Hn32	vain	431	124.5	50.6	762	A	0	NA	1492	A	0	53.2	2802	A	0	56.3	4293	A	0	58.1	6240	A	0	59.1	7336	A	0
Hn33	vain	435.55	128	40.5	762	A	0	NA	1492	A	0	42.4	2802	A	0	43.3	4293	A	0	43.3	6240	A	0	43.5	7336	A	0
Hn34	vain	433.4	141.4	234.5	762	A	0	NA	1492	A	0	245.9	2802	A	0	256.8	4293	A	1	269.8	6240	A	2	275.9	7336	A	2
Hn35	hubr	430.4	143	49.1	762	A	0	NA	1492	A	0	49.2	2802	A	0	49.3	4293	A	0	49.4	6240	A	0	49.5	7336	A	0
Hn36	vain	436	144.75	66.6	762	A	0	NA	1492	A	0	69.2	2802	A	0	71.5	4293	A	0	75	6240	A	0	78.6	7336	A	0
Hn37	seau	432.5	146.1	31.3	762	A	0	NA	1492	A	0	32.6	2802	A	0	33.6	4293	A	0	35.6	6240	A	0	36.4	7336	A	0
Hn38	drel	434.5	145.35	35.5	762	A	0	NA	1492	A	0	36.4	2802	A	0	37.7	4293	A	0	39.3	6240	A	0	39.9	7336	A	0
Hn39	myda	435.8	148.3	62.9	762	A	0	NA	1492	A	0	68.6	2802	A	0	73.7	4293	A	0	81.8	6240	A	1	87.7	7336	A	2
Hn40	crwi	430.2	161	47	762	A	0	NA	1492	A	0	47	2802	A	0	NA	4444	D	NA	NA	6240	D	NA	NA	7336	D	NA
Hn41	vain	431.5	165.5	31.7	762	A	0	NA	1492	A	0	31.7	2802	A	0	31.7	4293	A	0	31.8	6240	A	0	31.7	7336	A	0
Hn42	vain	434	166.25	239.1	762	A	0	NA	1492	A	0	243	2802	A	0	247.5	4293	A	0	252.4	6240	A	0	254.5	7336	A	1
Hn43	rean	430.3	169.4	37.8	762	A	0	NA	1492	A	0	39.7	2802	A	0	41.5	4293	A	0	43.5	6240	A	0	44.9	7336	A	0
Hn44	myda	437.8	177.1	81.4	1341	A	0	NA	1492	A	0	86.5	2802	A	0	92.4	4293	A	0	100.1	6240	A	1	103.7	7336	A	1
Hn45	hubr	435.7	181.25	31	1341	A	0	NA	1492	A	0	31.2	2802	A	0	31.2	4293	A	0	31.5	6240	A	0	31.3	7336	A	0
Hn46	vain	437.75	186.4	37.2	1341	A	0	NA	1492	A	0	37.3	2802	A	0	37.4	4293	A	0	37.4	6240	A	0	37.4	7336	A	0
Hn47	vain	437.4	189.7	157.8	1341	A	0	NA	1492	A	0	167.7	2802	A	0	175.3	4293	A	1	186.3	6240	A	2	191.7	7336	A	2
Hn48	drel	437.7	189.55	33.6	1341	A	0	NA	1492	A	0	33.6	2802	A	0	33.7	4293	A	0	33.9	6240	A	0	33.7	7336	A	0
Hn49	vain	434.2	189.5	69.2	1341	A	0	NA	1492	A	0	73.7	2802	A	0	77.7	4293	A	0	81.3	6240	A	0	83.3	7336	A	0
Hn50	vain	431.3	186.1	33.8	1341	A	0	NA	1492	A	0	36.8	2802	A	0	37.1	4293	A	0	37.4	6240	A	0	37.8	7336	A	0
Hn51	vain	432.6	196.1	64	1341	A	0	NA	1492	A	0	68.7	2802	A	0	72.2	4293	A	0	75.5	6240	A	0	77.3	7336	A	0
Hn52	myda	431.3	203.9	96.3	1341	A	0	NA	1492	A	0	100.3	2802	A	0	102.3	4293	A	0	103.1	6240	A	0	104	7336	A	0
Hn53	drel	435.5	164.5	NA	762	P	NA	NA	1492	P	NA	31	2953	A	0	33.5	4293	A	0	35.2	6240	A	0	36.3	7336	A	0
Hn54	vain	436	148.6	NA	762	P	NA	NA	1492	P	NA	NA	2802	P	NA	30.3	4444	A	0	30.6	6240	A	0	30.7	7336	A	0
Hn55	hubr	430.4	174.9	NA	762	P	NA	NA	1492	P	NA	NA	2802	P	NA	33.4	4444	A	0	33.3	6240	A	0	33.4	7336	A	0
Hn56	hubr	430.5	185.2	NA	1341	P	NA	NA	1492	P	NA	NA	2953	P	NA	NA	4444	P	NA	31.6	6240	A	0	31.6	7336	A	0
Ho01	dibo	425.9	72.3	169.3	762	A	0	NA	1492	A	0	170.2	2802	A	0	170.5	4293	A	0	170.9	6240	A	0	171.1	7336	A	0
Ho02	rean	420.65	74.2	99.2	762	A	0	NA	1492	A	0	102	2802	A	0	104.3	4293	A	0	107	6240	A	0	109.4	7336	A	0
Ho03	honi	425.2	82.2	87.1	762	A	0	NA	1492	A	0	87.7	2802	A	0	91	4293	A	0	99	6240	A	0	100.5	7336	A	1
Ho04	kipi	420.7	83.4	61	762	A	0	NA	1492	A	0	66.5	2802	A	0	71.4	4293	A	0	83.2	6240	A	1	90	7336	A	2
Ho05	myda	421.1	85.85	103	762	A	0	NA	1492	A	0	103.8	2802	A	0	104.6	4293	A	0	106.7	6240	A	0	106.8	7336	A	0
Ho06	myda	428.9	94.3	110.2	762	A	0	NA	1492	A	0	110.7	2802	A	0	110.9	4293	A	0	111	6240	A	0	111	7336	A	0
Ho07	vain	425.4	94.3	106.3	762	A	0	NA	1492	A	0	111.5	2802	A	0	116.8	4293	A	0	124.4	6240	A	1	128.2	7336	A	1
Ho08	drel	423.8	91.7	46.6	762	A	0	NA	1492	A	0	47.5	2802	A	0	48.1	4293	A	0	50.5	6240	A	0	51.2	7336	A	0
Ho09	myda	422.3	99.7	103.1	762	A	0	NA	1492	A	0	104.4	2802	A	0	105.1	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
Ho10	myda	424.9	105.6	NA	762	A	0	NA	1492	A	0	125	2802	A	0	125.5	4293	A	0	126	6240	A	0	126.1	7336	A	0
Ho11	vain	429.55	109.5	41.7	762	A	0	NA	1492	A	0	44.1	2802	A	0	44.7	4293	A	0	45.6	6240	A	0	46.1	7336	A	0
Ho12	myda	429.85	109.7	45.9	762	A	0	NA	1492	A	0	48.9	2802	A	0	51.3	4293	A	0	53.6	6240	A	0	54.9	7336	A	0
Ho13	ribe	428.8	111	39.8	762	A	0	NA	1492	A	0	43	2802	A	0	45.3	4293	A	0	47.3	6240	A	0	48.1	7336	A	0
Ho14	diin	425.1	106.3	209.8	762	A	0	NA	1492	A	1	214.3	2802	A	1	217	4293	A	1	222.2	6240	A	1	224.9	7336	A	2
Ho15	dipr	424.7	106.4	50.7	762	A	0	NA	1492	A	0	50.8	2802	A	0	50.9	4293	A	0	50.8	6240	A	0	51	7336	A	0
Ho16	pael	422.25	109	38	762	A	0	NA	1492	A	0	41.4	2802	A	0	44.6	4293	A	0	47	6240	A	0	47.7	7336	A	0
Ho17	anme	421.7	111.4	58.8	762	A	0	NA	1492	A	0	60.5	2802	A	0	61.2	4293	A	0	62.1	6240	A	0	62.9	7336	A	0
Ho18	vain	421.25	119.9	59.5	762	A	0	NA	1492	A	0	60.6	2802	A	0	62.1	4293	A	0	65.4	6240	A	0	66.1	7336	A	0
Ho19	hubr	421.9	124.9	36	762	A	0	NA	1492	A	0	36.1	2802	A	0	36.1	4293	A	0	36.1	6240	A	0	36.1	7336	A	0
Ho20	crwi	420.35	129.9	33.9	762	A	0	NA	1492	A	0	35	2802	A	0	35.9	4293	A	0	36.4	6240	A	0	36.7	7336	A	0
Ho21	drel	421.9	132.6	110.5	762	A	0	NA	1492	A	0	112.5	2802	A	0	113.4	4293	A	0	114.9	6240	A	0	116.3	7336	A	0
Ho22	chla	422.7	134.8	83.5	762	A	0	NA	1492	A	0	85.7	2802	A	0	86.2	4293	A	0	86.7	6240	A	0	89.2	7336	A	0
Ho23	cisp1	427	134.5	54.5	762	A	0	NA	1492	A	0	57.3	2802	A	0	60.8	4293	A	0	65.3	6240	A	0	67.3	7336	A	0
Ho24	hubr	427.1	134.35	36.3	762	A	0	NA	1492	A	0	36.3	2802	A	0	36.4	4293	A	0	36.5	6240	A	0	36.5	7336	A	0
Ho25	myda	423	135.9	89.5	762	A	0	NA	1492	A	0	91.7	2802	A	0	93	4293	A	0	94.7	6240	A	0	95.3	7336	A	0
Ho26	hubr	420.15	138.7	35.5	762	A	0	NA	1492	A	0	35.6	2802	A	0	35.6	4293	A	0	35.6	6240	A	0	35.6	7336	A	0
Ho27	hubr	421.9	145.15	36.1	762	A	0	NA	1492	A	0	37.2	2802	A	0	38.3	4293	A	0	39.4	6240	A	0	40.1	7336	A	0
Ho28	hubr	424.25	140.75	43.4	762	A	0	NA	1492	D	NA	NA	2802	D	NA	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
Ho29	nobe	426.5	141.2	69	762	A	0	NA	1492	A	0	69.6	2802	A	0	70.1	4293	A	0	70.5	6240	A	0	70.7	7336	A	0
Ho30	honi	426.3	139.2	72.1	762	A	0	NA	1492	A	0	73.4	2802	A	0	75.1	4293	A	0	76.1	6240	A	0	76.1	7336	A	0
Ho31	vain	429.8	138.15	30.5	762	A	0	NA	1492	A	0	32.2	2802	A	0	33.4	4293	A	0	34.3	6240	A	0	35.3	7336	A	0
Ho32	myda	427.8	146.9	87.9	762	A	0	NA	1492	A	0	88.2	2802	A	0	89.1	4293	A	0	89.4	6240	A	0	89.5	7336	A	0
Ho33	disy	426	150.7	65.3	762	A	0	NA	1492	A	0	69.4	2802	A	0	72	4293	A	0	72.9	6240	A	0	73.9	7336	A	0
Ho34	faze	423.6	152.2	114.1	762	A	0	NA	1492	A	0	116.2	2802	A	0	116.7	4293	A	0	118	6240	A	0	118.6	7336	A	0
Ho35	ribe	420.15	154.9	32.3	762	A	0	NA	1492	A	0	32.9	2802	A	0	34.1	4293	A	0	35.6	6240	A	0	36.5	7336	A	0
Ho36	myda	423.1	154.6	42.9	762	A	0	NA	1492	A	0	44.6	2802	A	0	47.3	4293	A	0	50.9	6240	A	0	53.7	7336	A	0
Ho37	vain	423.65	154.8	49.1	762	A	0	NA	1492	A	0	49.8	2802	A	0	50.4	4293	A	0	51.3	6240	A	0	52.9	7336	A	0
Ho38	crwi	429.6	154.2	56.5	762	A	0	NA	1492	A	0	62.7	2802	A	0	68.4	4293	A	0	74	6240	A	1	77.9	7336	A	1
Ho39	rean	428.15	158.2	33.7	762	A	0	NA	1492	A	0	35.2	2802	A	0	38.3	4293	A	0	41.2	6240	A	0	43.2	7336	A	0
Ho40	otst	426.4	157.5	31.7	762	A	0	NA	1492	A	0	32.1	2802	A	0	33.4	4293	A	0	36.5	6240	A	0	38.7	7336	A	0
Ho41	hubr	421.8	155.85	41.7	762	A	0	NA	1492	A	0	41.8	2802	A	0	42.1	4293	A	0	42.3	6240	A	0	42.3	7336	A	0
Ho42	faze	425.8	161.8	39.1	762	A	0	NA	1492	A	0	41.5	2802	A	0	43.7	4293	A	0	48.4	6240	A	0	48.4	7336	A	1
Ho43	haar	429.5	164.4	31.7	762	A	0	NA	1492	A	0	32.8	2802	A	0	34.5	4293	A	0	36.4	6240	A	0	38.3	7336	A	0
Ho44	myda	429.1	167.3	115.6	762	A	0	NA	1492	A	0	117.1	2802	A	0	119.2	4293	A	0	120.3	6240	A	0	121.5	7336	A	0
Ho45	maar	429.8	169.4	90	762	A	0	NA	1492	A	0	95.3	2802	A	0	98.5	4293	A	0	99.8	6240	A	0	100.9	7336	A	0
Ho46	hubr	428.3	169	31.3	762	A	0	NA	1492	A	0	31.4	2802	A	0	31.4	4293	A	0	31.4	6240	A	0	31.4	7336	A	0
Ho47	rean	428	169.2	50.3	762	A	0	NA	1492	A	0	51.5	2802	A	0	52.9	4293	A	0	53.9	6240	A	0	55	7336	A	0
Ho48	dibo	427.25	170.1	49.7	762	A	0	NA	1492	A	0	50.5	2802	A	0	51.6	4293	A	0	52.9	6240	A	0	53.5	7336	A	0
Ho49	hogr	424.7	170.5	201.6	762	A	0	NA	1492	A	0	207.4	2802	A	0	211	4293	A	0	217.5	6240	A	1	219.6	7336	A	1
Ho50	hyal	424.55	171.3	60.8	762	A	0	NA	1492	A	0	61.7	2802	A	0	62	4293	A	0	62.1	6240	A	0	62.7	7336	A	0
Ho51	cisp1	422.2	173.4	51.7	762	A	0	NA	1492	A	0	57.4	2802	A	0	61.1	4293	A	0	67	6240	A	1	70.3	7336	A	1
Ho52	rean	428.5	173.15	43.5	762	A	0	NA	1492	A	0	43.7	2802	A	0	43.6	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
Ho53	vain	427.3	178.3	43.7	1341	A	0	NA	1492	A	0	45.1	2802	A	0	47.9	4293	A	0	51.1	6240	A	0	52.6	7336	A	0
Ho54	stce	427.3	179.8	81.2	1341	A	0	NA	1492	A	0	86.7	2802	A	0	90.8	4293	A	0	96.2	6240	A	0	98.8	7336	A	1
Ho55	gamo	424	181	43.5	1341	A	0	NA	1492	A	0	44.3	2802	A	0	45	4293	A	0	45.4	6240	A	0	45.5	7336	A	0
Ho56	rean	420.3	178	34	1341	A	0	NA	1492	A	0	37.2	2802	A	0	NA	4444	D	NA	NA	6240	D	NA	NA	7336	D	NA
Ho57	diin	420.1	176.3	32.7	1341	A	0	NA	1492	A	0	32.8	2802	A	0	33.1	4293	A	0	34.5	6240	A	0	35.4	7336	A	1
Ho58	mape	422.35	184.2	52.6	1341	A	0	NA	1492	A	0	56.1	2802	A	0	60.7	4293	A	0	63.5	6240	A	0	65.9	7336	A	0
Ho59	haar	427.8	184.7	37.5	1341	A	0	NA	1492	A	0	42.1	2802	A	0	47.4	4293	A	0	55.3	6240	A	1	59.5	7336	A	1
Ho60	knat	428.3	184.2	42.2	1341	A	0	NA	1492	A	0	44	2802	A	0	46.6	4293	A	0	50.6	6240	A	0	52.7	7336	A	0
Ho61	desi	429.9	184.6	53.3	1341	A	0	NA	1492	A	0	NA	2802	D	NA	NA	4444	D	NA	NA	6240	D	NA	NA	7336	D	NA
Ho62	vain	427.8	189.8	52.6	1341	A	0	NA	1492	A	0	58.1	2802	A	0	62.1	4293	A	0	64.6	6240	A	0	65.1	7336	A	0
Ho63	vain	425.8	191.8	40.6	1341	A	0	NA	1492	A	0	41.6	2802	A	0	43.6	4293	A	0	48.5	6240	A	0	49.7	7336	A	0
Ho64	pael	425.7	192.3	44.4	1341	A	0	NA	1492	A	0	44.5	2802	A	0	44.5	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
Ho65	vain	424.4	185.9	37.5	1341	A	0	NA	1492	A	0	37.8	2802	A	0	37.8	4293	A	0	37.8	6240	A	0	37.8	7336	A	0
Ho66	knat	421.9	188.5	42.8	1341	A	0	NA	1492	A	0	43.9	2802	A	0	44.7	4293	A	0	45.5	6240	A	0	46.2	7336	A	0
Ho67	knat	421.4	193.3	32.4	1341	A	0	NA	1492	A	0	32.5	2802	A	0	32.4	4293	A	0	32.6	6240	A	0	33.1	7336	A	0
Ho68	hyal	421.6	195.8	33.7	1341	A	0	NA	1492	A	0	33.8	2802	A	0	33.8	4293	A	0	35	6240	A	0	35.3	7336	A	0
Ho69	cisp1	420.6	200.6	161.6	1341	A	0	NA	1492	A	0	170	2802	A	0	179.6	4293	A	1	190.8	6240	A	2	198.7	7336	A	2
Ho70	nobe	420.8	201.4	35.2	1341	A	0	NA	1492	A	0	36.7	2802	A	0	38	4293	A	0	40.4	6240	A	0	42	7336	A	0
Ho71	myda	424.4	195.4	146.9	1341	A	0	NA	1492	A	0	146.9	2802	A	0	146.8	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
Ho72	vain	427.9	199.3	31.6	1341	A	0	NA	1492	A	0	33	2802	A	0	34	4293	A	0	37.5	6240	A	0	37.6	7336	A	0
Ho73	pael	427	204.6	69.3	1341	A	0	NA	1492	A	0	71.6	2802	A	0	72.5	4293	A	0	73.8	6240	A	0	74.8	7336	A	0
Ho74	kipi	422.6	138.4	NA	762	P	NA	NA	1492	P	NA	30.5	2953	A	0	31.5	4293	A	0	32.9	6240	A	0	33.4	7336	A	0
Ho75	otst	422.2	122.1	NA	762	P	NA	NA	1492	P	NA	32.6	2953	A	0	34.4	4293	A	0	36.1	6240	A	0	36.7	7336	A	0
Ho76	disy	427.4	72.8	NA	762	P	NA	NA	1492	P	NA	31	2953	A	0	31.7	4293	A	0	32.4	6240	A	0	32.8	7336	A	0
Ho77	crwi	424.3	127.1	NA	762	P	NA	NA	1492	P	NA	NA	2802	P	NA	30.2	4444	A	0	32.1	6240	A	0	33.2	7336	A	0
Ho78	hubr	426.5	166.3	NA	762	P	NA	NA	1492	P	NA	NA	2802	P	NA	30.6	4444	A	0	31.5	6240	A	0	31.1	7336	A	0
Ho79	honi	429	110	NA	762	P	NA	NA	1492	P	NA	NA	2802	P	NA	NA	4444	P	NA	NA	6240	P	NA	30.6	7336	A	0
Ho80	hubr	426.5	181.3	NA	1341	P	NA	NA	1492	P	NA	NA	2953	P	NA	NA	4444	P	NA	NA	6240	P	NA	32.4	7336	A	0
Ra01	drel	386.1	235.9	66.5	1341	A	0	NA	1492	A	0	69.1	2802	A	0	73	4293	A	0	77.6	6240	A	0	79.3	7336	A	0
Ra02	pael	387.85	237.55	32.9	1341	A	0	NA	1492	A	0	32.4	2802	A	0	32.9	4293	A	0	34.1	6240	A	0	34.6	7336	A	0
